Major,Small Major Cluster,Large Major Cluster,Job Title,Small Job Title Cluster,Large Job Title Cluster
Data Science,Computer Science & IT,ENGINEERING & TECHNOLOGY,Data Analytics Scientist,Unclassified Jobs,Unclassified
MBA,General Business,BUSINESS & MANAGEMENT,Chief of Staff,Unclassified Jobs,Unclassified
MS Business Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Business Analyst,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Client Performance Manager,Unclassified Jobs,Unclassified
MS Business Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Principal Data Scientist,Unclassified Jobs,Unclassified
MS Business Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Internal Audit Intern,Unclassified Jobs,Unclassified
History,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Population Health Director,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Director of Information Technology,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Associate General Counsel,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Medicare Product Manager,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Vice President of Sales and Service,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Director of Human Resources,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Medical Review Manager,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Resident Vice President,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Vice President of Product Marketing,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Vice President of Operations,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Product Director,Unclassified Jobs,Unclassified
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,Assistant Professor and Program Director,Unclassified Jobs,Unclassified
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,Assistant Professor,Unclassified Jobs,Unclassified
Data Science,Computer Science & IT,ENGINEERING & TECHNOLOGY,Business Systems Associate,Unclassified Jobs,Unclassified
Leadership In Student Affairs,Educational Leadership,EDUCATION & SOCIAL SERVICES,Academic Program Coordinator,Unclassified Jobs,Unclassified
Data Science,Computer Science & IT,ENGINEERING & TECHNOLOGY,Data Scientist,Software & Data,Technology & Engineering
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Facilities Coordinator,Unclassified Jobs,Unclassified
Catholic Studies,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Resident Advisor,Clinical Care,Healthcare & Science
Digital Media Arts,Journalism & Media,COMMUNICATION & MEDIA,Program Manager,Management & Operations,Business & Finance
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Mailroom Assistant,Unclassified Jobs,Unclassified
Music,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Laboratory Manager,Research & Science,Healthcare & Science
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Statistical Assistant,Unclassified Jobs,Unclassified
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Website/Social Media Coordinator,Unclassified Jobs,Unclassified
Justice & Peace Studies,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Student Director,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Student Manager,Unclassified Jobs,Unclassified
Geology (BS),Physical Sciences,NATURAL & HEALTH SCIENCES,,,
English - Professional Writing,English & Writing,"ARTS, LANGUAGES & THEOLOGY",Assistant to the President,Unclassified Jobs,Unclassified
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,Sports Medicine Assistant,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Laboratory Assistant,Research & Science,Healthcare & Science
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,Psychology Assistant,Unclassified Jobs,Unclassified
MS Operations & Supply Chain Mgmt,Operations & Analytics,BUSINESS & MANAGEMENT,Volunteer Coordinator,Management & Operations,Business & Finance
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Experience Coordinator,Unclassified Jobs,Unclassified
Statistics,Unclassified,Unclassified,Service Excellence Manager,Unclassified Jobs,Unclassified
Biochemistry,Biological Sciences,NATURAL & HEALTH SCIENCES,Laboratory Assistant,Research & Science,Healthcare & Science
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Mailroom Specialist,Unclassified Jobs,Unclassified
Human Resources Management,Specialized Business,BUSINESS & MANAGEMENT,Resident Assistant,Clinical Care,Healthcare & Science
Music - Business,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Office Assistant,Research & Science,Healthcare & Science
Digital Media Arts,Journalism & Media,COMMUNICATION & MEDIA,Print Graphic Designer,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Research Assistant,Research & Science,Healthcare & Science
K-12 Music Education,Teacher Education,EDUCATION & SOCIAL SERVICES,Music Educator,Unclassified Jobs,Unclassified
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Statistics Teaching Assistant,Unclassified Jobs,Unclassified
Computer Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Laboratory Manager,Research & Science,Healthcare & Science
Intl Studies - Pol Sci,International Studies,SOCIAL SCIENCES & HUMANITIES,Study Abroad Peer Advisor,Unclassified Jobs,Unclassified
Mathematics (Applied Track),Unclassified,Unclassified,Math Tutor,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,System Operator,Unclassified Jobs,Unclassified
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,,,
Computer Science (BS),Computer Science & IT,ENGINEERING & TECHNOLOGY,,,
Public Health,Health & Wellness,NATURAL & HEALTH SCIENCES,Peer Health Educator,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Resident Advisor,Clinical Care,Healthcare & Science
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Student-Athlete Mentor,Clinical Care,Healthcare & Science
Mathematics (Applied Track),Unclassified,Unclassified,Study Group Leader,Unclassified Jobs,Unclassified
Law & Compliance,Specialized Business,BUSINESS & MANAGEMENT,Study Abroad Peer Advisor,Unclassified Jobs,Unclassified
Communication Studies,Communication Studies,COMMUNICATION & MEDIA,Resident Advisor,Clinical Care,Healthcare & Science
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,,,
Educ Leadership & Learning,Educational Leadership,EDUCATION & SOCIAL SERVICES,Adjunct Professor,Unclassified Jobs,Unclassified
Software Engineering,Computer Science & IT,ENGINEERING & TECHNOLOGY,Systems Analyst,Unclassified Jobs,Unclassified
MBA,General Business,BUSINESS & MANAGEMENT,Investment Analyst,Finance & Investment,Business & Finance
MBA,General Business,BUSINESS & MANAGEMENT,,,
Acad Behavioral Strategist,Special Education & Counseling,EDUCATION & SOCIAL SERVICES,Adjunct Faculty,Unclassified Jobs,Unclassified
MBA,General Business,BUSINESS & MANAGEMENT,Business Operations Program Manager,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Assistant Track and Field Coach,Unclassified Jobs,Unclassified
MBA,General Business,BUSINESS & MANAGEMENT,Business Analyst,Unclassified Jobs,Unclassified
Software Engineering,Computer Science & IT,ENGINEERING & TECHNOLOGY,Master Software Engineer,Unclassified Jobs,Unclassified
English,English & Writing,"ARTS, LANGUAGES & THEOLOGY",Director of Project Management,Unclassified Jobs,Unclassified
Catholic Studies,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Planning Committee Member,Unclassified Jobs,Unclassified
Acad Behavioral Strategist,Special Education & Counseling,EDUCATION & SOCIAL SERVICES,Social Events Coordinator,Unclassified Jobs,Unclassified
Leadership In Student Affairs,Educational Leadership,EDUCATION & SOCIAL SERVICES,Campus Director,Unclassified Jobs,Unclassified
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,Assistant Professor,Unclassified Jobs,Unclassified
Counseling Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Product Specialist,Unclassified Jobs,Unclassified
Music - Business,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Teacher,Education,Education & Service
Criminal Justice,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Paralegal,Legal & Policy,"Arts, Media & Legal"
Communication Studies,Communication Studies,COMMUNICATION & MEDIA,Safety Coordinator,Unclassified Jobs,Unclassified
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Wealth Management Analyst,Unclassified Jobs,Unclassified
International Business,Specialized Business,BUSINESS & MANAGEMENT,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Bus Admin - Communication,Marketing & Communication,BUSINESS & MANAGEMENT,Human Resources Coordinator,Management & Operations,Business & Finance
Statistics,Unclassified,Unclassified,,,
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Accountant,Accounting & Audit,Business & Finance
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Project Analyst,Unclassified Jobs,Unclassified
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Business Banking Assistant,Unclassified Jobs,Unclassified
MBA,General Business,BUSINESS & MANAGEMENT,Assistant Vice President,Unclassified Jobs,Unclassified
MS Business Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Marketing Specialist,Sales & Marketing,Business & Finance
Data Science,Computer Science & IT,ENGINEERING & TECHNOLOGY,,,
Social Work Advanced Standing,Social Work,EDUCATION & SOCIAL SERVICES,Social Worker,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Appraisal Analyst,Unclassified Jobs,Unclassified
Biology,Biological Sciences,NATURAL & HEALTH SCIENCES,Medical Assistant,Clinical Care,Healthcare & Science
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,Tax Associate,Accounting & Audit,Business & Finance
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,Psychotherapist,Unclassified Jobs,Unclassified
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,Sales Representative,Sales & Marketing,Business & Finance
Software Engineering,Computer Science & IT,ENGINEERING & TECHNOLOGY,Software Engineer,Software & Data,Technology & Engineering
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,Personal Care Assistant,Clinical Care,Healthcare & Science
Technology Management,Operations & Analytics,BUSINESS & MANAGEMENT,Engineering Manager,Unclassified Jobs,Unclassified
Electrical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Engineer,Engineering,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Planning Analyst,Finance & Investment,Business & Finance
Social Work,Social Work,EDUCATION & SOCIAL SERVICES,,,
Political Science,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
Middle/Secondary Education,Teacher Education,EDUCATION & SOCIAL SERVICES,Teacher,Education,Education & Service
Educ Leadership & Learning,Educational Leadership,EDUCATION & SOCIAL SERVICES,Professor,Unclassified Jobs,Unclassified
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,Resident Aide,Unclassified Jobs,Unclassified
Law & Compliance,Specialized Business,BUSINESS & MANAGEMENT,Compliance Analyst,Unclassified Jobs,Unclassified
Health Care Innovation,Health & Wellness,NATURAL & HEALTH SCIENCES,Cashier,Unclassified Jobs,Unclassified
Health Care MBA,General Business,BUSINESS & MANAGEMENT,,,
Electrical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Solutions Engineer,Unclassified Jobs,Unclassified
Counseling Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Day Treatment Therapist,Unclassified Jobs,Unclassified
Music Education,Teacher Education,EDUCATION & SOCIAL SERVICES,Vocal Music Director,Unclassified Jobs,Unclassified
Public Health,Health & Wellness,NATURAL & HEALTH SCIENCES,Clinical Research Associate,Clinical Care,Healthcare & Science
Acad Behavioral Strategist,Special Education & Counseling,EDUCATION & SOCIAL SERVICES,Special Education Teacher,Unclassified Jobs,Unclassified
Digital Media Arts,Journalism & Media,COMMUNICATION & MEDIA,Digital Content Producer,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,,,
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Data Engineer,Software & Data,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Analyst,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Investment,Business & Finance
Executive MBA,General Business,BUSINESS & MANAGEMENT,Product Manager,Unclassified Jobs,Unclassified
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,,,
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,,,
MS Business Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Lead Business Consultant,Unclassified Jobs,Unclassified
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Owner,Leadership (General),Business & Finance
Acad Behavioral Strategist,Special Education & Counseling,EDUCATION & SOCIAL SERVICES,Special Education Teacher,Unclassified Jobs,Unclassified
Economics - Mathematical,Economics,BUSINESS & MANAGEMENT,Support Specialist,Unclassified Jobs,Unclassified
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Staff Design Engineer,Unclassified Jobs,Unclassified
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Transmission Engineer,Unclassified Jobs,Unclassified
Software Engineering,Computer Science & IT,ENGINEERING & TECHNOLOGY,Full Stack Engineer,Unclassified Jobs,Unclassified
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Lead Server,Unclassified Jobs,Unclassified
MS Operations & Supply Chain Mgmt,Operations & Analytics,BUSINESS & MANAGEMENT,Career Development Manager,Unclassified Jobs,Unclassified
Journalism,Journalism & Media,COMMUNICATION & MEDIA,Communications Coordinator,Management & Operations,Business & Finance
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Mechanical Engineer,Engineering,Technology & Engineering
Data Science,Computer Science & IT,ENGINEERING & TECHNOLOGY,Benefits Analyst,Unclassified Jobs,Unclassified
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Financial Advisor,Finance & Investment,Business & Finance
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Director of Finance,Unclassified Jobs,Unclassified
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Accounting & Audit,Business & Finance
Journalism,Journalism & Media,COMMUNICATION & MEDIA,Reporter,Unclassified Jobs,Unclassified
Software Engineering,Computer Science & IT,ENGINEERING & TECHNOLOGY,Web Developer,Unclassified Jobs,Unclassified
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,Neurophysiologist,Unclassified Jobs,Unclassified
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Engineer,Engineering,Technology & Engineering
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Water Resources Engineer,Unclassified Jobs,Unclassified
MS Operations & Supply Chain Mgmt,Operations & Analytics,BUSINESS & MANAGEMENT,Buyer,Sales & Marketing,Business & Finance
Electrical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Electric Distribution Engineer,Unclassified Jobs,Unclassified
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Launch Manager,Unclassified Jobs,Unclassified
Electrical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Management Engineer,Unclassified Jobs,Unclassified
Electrical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Substation Engineer,Unclassified Jobs,Unclassified
Organization Develop & Change,Specialized Business,BUSINESS & MANAGEMENT,Executive,Unclassified Jobs,Unclassified
